# gmm-align-compiled --transition-scale=1.0 --acoustic-scale=0.1 --self-loop-scale=0.1 --beam=6 --retry-beam=24 --careful=false "gmm-boost-silence --boost=1.0 1 exp_org/monophones/6.mdl - |" "ark:gunzip -c exp_org/monophones/fsts.4.gz|" "ark,s,cs:apply-cmvn --norm-vars=true  --utt2spk=ark:data_org/train/split8/4/utt2spk scp:data_org/train/split8/4/cmvn.scp scp:data_org/train/split8/4/feats.scp ark:- | add-deltas ark:- ark:- |" "ark,t:|gzip -c >exp_org/monophones/ali.4.gz" 
# Started at Mon Dec 11 18:10:10 UTC 2017
#
gmm-align-compiled --transition-scale=1.0 --acoustic-scale=0.1 --self-loop-scale=0.1 --beam=6 --retry-beam=24 --careful=false 'gmm-boost-silence --boost=1.0 1 exp_org/monophones/6.mdl - |' 'ark:gunzip -c exp_org/monophones/fsts.4.gz|' 'ark,s,cs:apply-cmvn --norm-vars=true  --utt2spk=ark:data_org/train/split8/4/utt2spk scp:data_org/train/split8/4/cmvn.scp scp:data_org/train/split8/4/feats.scp ark:- | add-deltas ark:- ark:- |' 'ark,t:|gzip -c >exp_org/monophones/ali.4.gz' 
gmm-boost-silence --boost=1.0 1 exp_org/monophones/6.mdl - 
LOG (gmm-boost-silence[5.3.101~2-5c219]:main():gmm-boost-silence.cc:93) Boosted weights for 5 pdfs, by factor of 1
LOG (gmm-boost-silence[5.3.101~2-5c219]:main():gmm-boost-silence.cc:103) Wrote model to -
add-deltas ark:- ark:- 
apply-cmvn --norm-vars=true --utt2spk=ark:data_org/train/split8/4/utt2spk scp:data_org/train/split8/4/cmvn.scp scp:data_org/train/split8/4/feats.scp ark:- 
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_297
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_298
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_299
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_300
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_301
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_303
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_304
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_305
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_306
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_307
LOG (gmm-align-compiled[5.3.101~2-5c219]:main():gmm-align-compiled.cc:127) org_atai_308
WARNING (gmm-align-compiled[5.3.101~2-5c219]:AlignUtteranceWrapper():decoder-wrappers.cc:468) Retrying utterance org_atai_308 with beam 24
